cino,act
ASSV010012032014,3961
ASSV010012032014,3966
ASSV010013322017,3961
ASSV010013322017,96
ASSV010003422014,3981
ASSV010003422014,3982
ASSV010003422014,3983
ASSV010009122015,3962
ASSV010005082019,96
ASSV010005082019,669
ASSV010013492015,3962
ASSV010008862017,3968
ASSV010012822014,126
ASSV010012822014,3961
ASSV090003272018,3967
ASSV090000962016,3984
ASSV090000962016,3967
ASSV090001612018,3971
ASSV090001612018,3970
ASSV090000702018,3989
ASSV090000702018,3967
ASSV090001992018,3990
ASSV090001992018,3989
ASSV090001992018,3991
ASSV090001992018,3967
ASSV010000102020,669
ASSV010000102020,351
ASSV010003142015,3966
ASSV010008062016,3961
ASSV010004632019,673
ASSV010004632019,63
ASSV010004632019,1
ASSV010005482019,1
ASSV010005482019,701
ASSV010012322017,3968
ASSV090002512018,3993
ASSV010002052020,673
ASSV010002052020,1
ASSV010002052020,256
ASSV090000992016,1534
ASSV010011372016,3972
ASSV010000412019,669
ASSV010000412019,63
ASSV010000412019,96
ASSV010008002017,3960
ASSV010008002017,20
ASSV010008002017,21
ASSV010008002017,45
ASSV010004012019,673
ASSV010004012019,96
ASSV010013012018,673
ASSV010013012018,1108
ASSV010013012018,6102
ASSV010013602014,3961
ASSV010013602014,3966
ASSV010005012014,126
ASSV010005012014,9
ASSV010005012014,673
ASSV010005582014,3961
ASSV010004632016,3961
ASSV010005512019,3995
ASSV010005512019,669
ASSV010000812019,1192
ASSV010000812019,669
ASSV010010302019,63
ASSV010010302019,96
ASSV010010302019,669
ASSV010005822017,3962
ASSV090000192019,3989
ASSV090000192019,3978
ASSV090002002019,1534
ASSV010015082017,3961
ASSV090002722019,3967
ASSV010001682019,4
ASSV010001682019,96
ASSV010001682019,673
ASSV090001562017,3971
ASSV090001562017,3996
ASSV090001562017,3997
ASSV090001702017,3967
ASSV010008762018,673
ASSV010009242019,1
ASSV010009242019,51
ASSV010009242019,701
ASSV010013712015,4000
ASSV010008642018,673
ASSV010008642018,154
ASSV010008642018,63
ASSV010008642018,4001
ASSV010008642018,620
ASSV010009112016,4000
ASSV010000992019,96
ASSV010000992019,669
ASSV010008192017,3960
ASSV010011362016,3961
ASSV010009612019,1635
ASSV010009612019,672
ASSV010000342020,669
ASSV010000342020,96
ASSV010000342020,22
ASSV010009942016,3962
ASSV010000172020,673
ASSV010000172020,63
ASSV010000172020,96
ASSV010003022019,126
ASSV010003022019,701
ASSV010002652017,3961
ASSV010000122019,673
ASSV010000122019,1
ASSV010000782015,3966
ASSV010000782015,4005
ASSV010005602019,96
ASSV010005602019,673
ASSV010010242019,1108
ASSV010010242019,669
ASSV010003982019,96
ASSV010003982019,669
ASSV010007742015,3961
ASSV010001802019,672
ASSV010001802019,3963
ASSV010001802019,1635
ASSV090004922019,4006
ASSV010002142018,3966
ASSV010000612018,3961
ASSV090000482014,3989
ASSV090000482014,3978
ASSV010005292016,3961
ASSV010002792016,3961
ASSV010002792016,3966
ASSV010008692019,3017
ASSV010008692019,20
ASSV010008692019,1
ASSV010008692019,51
ASSV010008692019,3963
ASSV090002732018,1534
ASSV010008742019,1100
ASSV010008742019,673
ASSV010008952016,673
ASSV010000262020,673
ASSV010000262020,126
ASSV010001352015,669
ASSV010010702017,3961
ASSV010015042017,3961
ASSV090001692017,3971
ASSV090001552017,3971
ASSV010005402019,1108
ASSV010005402019,51
ASSV010005402019,46
ASSV010005402019,669
ASSV010005402019,3992
ASSV090000862016,3993
ASSV090000932016,3971
ASSV010011612017,3961
ASSV010002062018,3962
ASSV090004402019,4007
ASSV010013562014,1
ASSV010013562014,51
ASSV010013562014,3962
ASSV010010152018,669
ASSV010010152018,351
ASSV090001602017,3993
ASSV010011572016,3961
ASSV010003502016,3962
ASSV090001712017,3984
ASSV090001712017,3978
ASSV090002422019,1534
ASSV010002442017,3961
ASSV010006542014,4008
ASSV010003462019,63
ASSV010003462019,6103
ASSV010003462019,6104
ASSV010003462019,673
ASSV010003462019,6105
ASSV010007172017,3961
ASSV010013612017,3961
ASSV010013612017,4000
ASSV090001612017,3967
ASSV090001612017,4012
ASSV090001612017,3965
ASSV090002072018,3978
ASSV010006482019,669
ASSV010006482019,96
ASSV010006482019,63
ASSV010006412016,3961
ASSV090000922016,4012
ASSV090000922016,3967
ASSV090000462014,3993
ASSV090000462014,3990
ASSV010007542017,4013
ASSV010001342018,3961
ASSV090000602015,3971
ASSV010004842019,669
ASSV010004842019,96
ASSV090000942016,1534
ASSV010003352017,3961
ASSV010003352017,351
ASSV010004822019,63
ASSV010004822019,6106
ASSV010004822019,669
ASSV090003162019,1533
ASSV010012022015,3962
ASSV090000562019,3978
ASSV010008752017,3960
ASSV010000442020,669
ASSV010000442020,63
ASSV010002402016,3962
ASSV010005662016,3960
ASSV010005192016,3961
ASSV010011472018,63
ASSV010011472018,1
ASSV010011472018,673
ASSV090001622018,3971
ASSV090001622018,3990
ASSV090001622018,4015
ASSV010005912018,3963
ASSV090001142017,4016
ASSV090001142017,3967
ASSV010005212017,3961
ASSV010014952017,3961
ASSV010003112016,3962
ASSV010014092017,3961
ASSV010007402017,3961
ASSV090000832016,3967
ASSV010005462019,1108
ASSV010005462019,6107
ASSV010005462019,3992
ASSV010009042019,63
ASSV010009042019,351
ASSV010009042019,669
ASSV090000882016,3993
ASSV090000882016,4012
ASSV090001672017,3967
ASSV010013682017,3962
ASSV010013682017,254
ASSV010013682017,37
ASSV010000472015,4020
ASSV010014342017,3968
ASSV010012792015,3972
ASSV010012742014,4022
ASSV010012742014,21
ASSV010012742014,79
ASSV010012742014,51
ASSV010013132016,3961
ASSV010013132016,63
ASSV010006902019,63
ASSV010006902019,96
ASSV010006902019,669
ASSV010009102016,673
ASSV010003622017,3960
ASSV010003622017,3017
ASSV010003622017,20
ASSV010004902019,701
ASSV010004902019,63
ASSV010004902019,20
ASSV010007452014,3966
ASSV010005452017,3961
ASSV010005452017,1
ASSV010001962017,3962
ASSV090000552015,3978
ASSV010008902015,4023
ASSV010002952017,4000
ASSV010005472019,46
ASSV010005472019,9
ASSV010005472019,3992
ASSV010009212019,1
ASSV010009212019,51
ASSV010009212019,701
ASSV010003062017,3961
ASSV010003062017,63
ASSV010011282016,3960
ASSV010008772018,673
ASSV010006762019,98
ASSV010006762019,669
ASSV090001832018,3978
ASSV090000842019,3985
ASSV090000842019,3986
ASSV090000842019,3987
ASSV090000842019,3988
ASSV090000872016,3978
ASSV010007322016,3961
ASSV010010362016,3961
ASSV010013242016,3961
ASSV010013242016,1
ASSV010013242016,63
ASSV010006992015,3960
ASSV090000252020,2216
ASSV090000252020,1663
ASSV010003112017,3962
ASSV010009932016,4000
ASSV010011652016,1
ASSV010011652016,1602
ASSV010011652016,4024
ASSV010011652016,3966
ASSV090000852016,3971
ASSV090000622020,6108
ASSV090000622020,4026
ASSV010012782015,3960
ASSV010014162017,3960
ASSV010000492017,3962
ASSV010011692018,4027
ASSV010011692018,63
ASSV010011692018,1
ASSV010011692018,51
ASSV010005432018,3966
ASSV010001472020,701
ASSV010001472020,63
ASSV010001472020,1635
ASSV010009862016,3961
ASSV010003992019,4
ASSV010003992019,673
ASSV010004002019,4
ASSV010004002019,673
ASSV090002762018,4028
ASSV010008152018,669
ASSV010001052017,3961
ASSV010003122016,3961
ASSV010007872016,3961
ASSV010007872016,3966
ASSV010007392015,3961
ASSV010007392015,4029
ASSV010001942019,673
ASSV010001942019,63
ASSV010001942019,96
ASSV010005692014,1
ASSV010005692014,3961
ASSV090001642017,3970
ASSV090001642017,3967
ASSV010006372019,63
ASSV010006372019,1
ASSV010006372019,673
ASSV010000272020,673
ASSV010000272020,126
ASSV010000272020,3918
ASSV010000272020,1
ASSV010003272019,1
ASSV010003272019,51
ASSV010003272019,701
ASSV090001722017,3967
ASSV090002082018,3978
ASSV010000372020,673
ASSV010000372020,63
ASSV010000372020,22
ASSV010000372020,1
ASSV010012272016,3962
ASSV010012272016,3918
ASSV010012272016,103
ASSV010012272016,3017
ASSV010012272016,11
ASSV010004532017,3962
ASSV010012072015,3962
ASSV010011632017,3961
ASSV010004432014,3966
ASSV090000912016,3967
ASSV010013522016,3961
ASSV010005142019,96
ASSV010005142019,669
ASSV010007362018,3961
ASSV010007362018,4
ASSV010007362018,1
ASSV010006532018,4030
ASSV010014302017,3968
ASSV010011602018,3963
ASSV010011602018,20
ASSV010011602018,75
ASSV010008502015,3962
ASSV010000192019,39
ASSV010000192019,79
ASSV010000192019,701
ASSV010013872017,3961
ASSV010004932017,3961
ASSV090002042018,3967
ASSV090002042018,4031
ASSV010000282020,3963
ASSV010000282020,266
ASSV010000282020,4032
ASSV010003132016,3961
ASSV010000482017,3972
ASSV010000032016,3961
ASSV010009972019,4033
ASSV010009972019,1
ASSV010009972019,51
ASSV010009972019,701
ASSV090002862019,1533
ASSV010011822017,3966
ASSV010009012015,3960
ASSV090000952016,3967
ASSV010007522019,672
ASSV010007522019,48
ASSV010007762019,63
ASSV010007762019,1192
ASSV010007762019,669
ASSV090004442019,4007
ASSV090001902018,3978
ASSV010007092014,3960
ASSV010007092014,4005
ASSV010003942015,3961
ASSV010002552017,3962
ASSV010003782014,3017
ASSV010003782014,3962
ASSV010007942016,3962
ASSV090002022019,1534
ASSV010008162016,3962
ASSV090001842018,3978
ASSV090001842018,4034
ASSV090001842018,4035
ASSV090004282019,1533
ASSV090004282019,6109
ASSV090004282019,4037
ASSV090000392020,4006
ASSV010011982015,3962
ASSV010006662017,3961
ASSV010005502019,3963
ASSV010011922015,3960
ASSV010008912018,673
ASSV090000012017,4016
ASSV090000012017,3967
ASSV010010952017,3961
ASSV010003762014,4038
ASSV010001572019,63
ASSV010001572019,669
ASSV010004542017,3961
ASSV010000822018,3960
ASSV010004872015,3961
ASSV090002412019,1534
ASSV010005512016,3962
ASSV010000422019,669
ASSV010000422019,307
ASSV010005382015,4039
ASSV010005382015,3017
ASSV010005382015,1
ASSV010005382015,126
ASSV010005382015,4040
ASSV010007022019,1
ASSV010007022019,673
ASSV010003812018,63
ASSV010003812018,9
ASSV010003812018,669
ASSV090002092018,3978
ASSV010012002016,3962
ASSV090001682017,4012
ASSV090001682017,3967
ASSV010002572019,701
ASSV010002572019,3017
ASSV010002572019,1
ASSV010002572019,51
ASSV010001452016,3961
ASSV010004172016,3961
ASSV010006382015,3961
ASSV010009732015,4042
ASSV010000702020,1108
ASSV010000702020,701
ASSV090000572015,3978
ASSV010011432018,669
ASSV010011432018,1
ASSV090000612015,4043
ASSV010001312016,3961
ASSV090000542020,4044
ASSV010014382017,3968
ASSV010011932015,3961
ASSV010011952016,3961
ASSV010000952017,3966
ASSV010005612019,254
ASSV010005612019,1
ASSV010005612019,296
ASSV010005612019,673
ASSV010009622019,63
ASSV010009622019,673
ASSV010000402016,3962
ASSV010011782018,3963
ASSV010011782018,96
ASSV010011782018,51
ASSV010011782018,292
ASSV010005622019,701
ASSV010005542015,3960
ASSV010000012019,3910
ASSV010000012019,1635
ASSV010000012019,9
ASSV010000012019,672
ASSV010003402014,4046
ASSV010003402014,3982
ASSV010003402014,3983
ASSV010013842016,3961
ASSV090001012019,3989
ASSV090001012019,1534
ASSV090000902016,3967
ASSV010004732019,21
ASSV010004732019,540
ASSV010004732019,2
ASSV010004732019,75
ASSV010004732019,4041
ASSV010004732019,9
ASSV010004732019,672
ASSV010004732019,3963
ASSV010004732019,4047
ASSV010008852015,3966
ASSV010011602017,3961
ASSV010009062014,3962
ASSV010006962015,3962
ASSV010010932017,3966
ASSV090004412019,4007
ASSV010003392014,4048
ASSV010005492019,63
ASSV010005492019,673
ASSV010006832019,1
ASSV010006832019,669
ASSV010004562017,3961
ASSV010004562017,63
ASSV010006952015,3960
ASSV010003952019,669
ASSV010003952019,1108
ASSV010001002019,1
ASSV010001002019,2
ASSV010001002019,701
ASSV090001652017,3978
ASSV090001652017,4012
ASSV090001652017,4035
ASSV010008922018,3962
ASSV010008922018,21
ASSV010008922018,2
ASSV010001602020,3963
ASSV010001602020,126
ASSV010011772016,3961
ASSV010006012016,3966
ASSV010011562017,3962
ASSV010007142015,3961
ASSV010014772017,3962
ASSV010005702019,1192
ASSV010005702019,673
ASSV010008072016,3962
ASSV090001632017,3978
ASSV010009392017,3961
ASSV010005532019,673
ASSV010005532019,4050
ASSV010007622016,673
ASSV090001592017,3967
ASSV090000562015,3978
ASSV010002392019,669
ASSV010002392019,351
ASSV010002392019,63
ASSV090001622017,3978
ASSV090001622017,4012
ASSV090002532018,3971
ASSV010012662016,3962
ASSV010006562018,4030
ASSV010000442015,666
ASSV010000442015,3961
ASSV010010042017,3960
ASSV010009962019,63
ASSV010009962019,673
ASSV010006992019,669
ASSV010006992019,63
ASSV010004032017,3961
ASSV010003482016,3961
ASSV010010012018,3962
ASSV010010012018,1
ASSV010010012018,51
ASSV010007782019,63
ASSV010007782019,673
ASSV010014172017,3961
ASSV090001572017,3978
ASSV090001572017,4016
ASSV090001572017,6110
ASSV090001572017,3991
ASSV010001302018,3961
ASSV010004442016,3961
ASSV010008642019,669
ASSV010008642019,1525
ASSV010009032019,96
ASSV010009032019,669
ASSV010005552015,3961
ASSV010007232019,63
ASSV010007232019,33
ASSV010007232019,82
ASSV010007232019,673
ASSV010013852016,3017
ASSV010013852016,32
ASSV010013852016,3961
ASSV010013502015,3962
ASSV090002012019,1534
ASSV090001582017,3971
ASSV010005092019,63
ASSV010005092019,701
ASSV010009122016,3962
ASSV010000362017,3961
ASSV010014182017,3962
ASSV010008872017,3968
ASSV010009952016,3962
ASSV010014932017,3962
ASSV010005572014,3966
ASSV010003292014,3976
ASSV010012802015,3972
ASSV010011622014,3962
ASSV090000842016,3967
ASSV090003562019,1529
ASSV010012832014,126
ASSV010012832014,3962
ASSV010012172015,3961
ASSV010008662014,3962
ASSV010003432014,4052
ASSV010003432014,4053
ASSV010002052015,39
ASSV010002052015,126
ASSV010002052015,1
ASSV010002052015,3961
ASSV010002612019,63
ASSV010002612019,4054
ASSV010002612019,669
ASSV010013512015,3962
ASSV010008692018,669
ASSV010014912017,3962
ASSV090000822016,3978
ASSV090000822016,4055
ASSV010010852017,3961
ASBN060000092020,4045
ASBN010003452019,4056
ASBN010000272020,4057
ASBN060000972019,39
ASBN060000972019,6111
ASBN060000972019,6112
ASBN060000972019,6113
ASBN060000972019,639
ASBN060000972019,4061
ASBN060000682019,126
ASBN060000682019,4062
ASBN060000432019,39
ASBN060000432019,4062
ASBN010002612016,4063
ASBN010000722020,4056
ASBN060000662019,1
ASBN060000662019,4045
ASBN060001192019,3910
ASBN060001192019,6114
ASBN060001192019,6115
ASBN060001192019,639
ASBN060001192019,4045
ASBN010000682017,4056
ASBN060000582015,4045
ASBN010001092018,4056
ASBN060000542019,4045
ASBN060001572019,96
ASBN060001572019,4045
ASBN010003262019,4063
ASBN060000452019,4062
ASBN060000012017,1100
ASBN060000012017,351
ASBN060000012017,4045
ASBN060000532019,34
ASBN060000532019,6116
ASBN060000532019,6117
ASBN060000532019,4068
ASBN060001682019,153
ASBN060001682019,1
ASBN060001682019,4045
ASBN060001112019,4061
ASBN060001112019,45
ASBN060001112019,6118
ASBN060001582019,3910
ASBN060001582019,6119
ASBN060001582019,639
ASBN060001582019,4045
ASBN060000622019,4
ASBN060000622019,4045
ASBN060000622019,6120
ASBN010000882020,4063
ASBN010001272017,4056
ASBN010004592019,4073
ASBN010002372017,4056
ASBN010001102020,4073
ASBN010000212018,21
ASBN010000212018,2
ASBN010000212018,4056
ASBN010000832018,4074
ASBN010000892018,63
ASBN010000892018,4056
ASBN010000782020,4056
ASBN060000192019,126
ASBN060000192019,4045
ASBN060000272016,4062
ASBN060000272016,3017
ASBN060000272016,45
ASBN060000272016,2
ASBN060000022017,39
ASBN060000022017,4045
ASBN010002132017,4056
ASBN010000052018,4074
ASBN060000962019,63
ASBN060000962019,4045
ASBN010002562016,4063
ASBN010004222019,4074
ASBN060001642019,96
ASBN060001642019,4045
ASBN060000522016,126
ASBN060000522016,9
ASBN060000522016,4045
ASBN060000982019,126
ASBN060000982019,4045
ASBN010003582017,4056
ASBN060000952019,4045
ASBN010000592018,63
ASBN010000592018,4063
ASBN060001102019,4062
ASBN010000632017,4074
ASBN010000882018,4063
ASBN010000752017,126
ASBN010000752017,4056
ASBN010003782017,4056
ASBN010000432020,4056
ASBN010000232020,4073
ASBN010000132018,4074
ASBN060000452015,4045
ASBN010003912019,4056
ASBN010002622016,4063
ASBN060000512017,22
ASBN060000512017,126
ASBN060000512017,4045
ASBN010000872018,4074
ASBN010000872018,1
ASBN010000872018,51
ASBN060001232019,3017
ASBN060001232019,176
ASBN060001232019,4061
ASBN010000732020,4056
ASBN060000302020,11
ASBN060000302020,4062
ASBN060000082020,3017
ASBN060000082020,96
ASBN060000082020,4045
ASBN060001262019,1
ASBN060001262019,4045
ASBN060000232014,4077
ASBN010002112016,4056
ASBN060000692017,4045
ASBN060000802017,34
ASBN060000802017,2
ASBN060000802017,4062
ASBN010000582018,63
ASBN010000582018,4063
ASBN060000142020,1
ASBN060000142020,4045
ASBN010001632017,4074
ASBN060000312020,35
ASBN060000312020,5
ASBN060000312020,2
ASBN060000312020,4045
ASBN060000462019,4045
ASBN060000102020,4078
ASBN060000102020,227
ASBN060000102020,4045
ASBN010000632018,63
ASBN010000632018,4056
ASBN060000792017,1148
ASBN060000792017,4045
ASBN010000432018,4056
ASBN010001872017,126
ASBN010001872017,1
ASBN010001872017,4056
ASBN010003612019,4063
ASBN010000262020,4074
ASBN060000732019,3017
ASBN060000732019,6121
ASBN060000732019,4045
ASBN010001132018,4056
ASBN060000662015,4045
ASBN060000152020,50
ASBN060000152020,1
ASBN060000152020,2
ASBN060000152020,4045
ASBN010003202017,126
ASBN010003202017,4056
ASBN060000552019,4062
ASBN010000222017,4056
ASBN010002652016,4056
ASDR010005222018,98
ASDR010005222018,4080
ASDR010005232018,63
ASDR010005232018,9
ASDR010005232018,4080
ASDR010005232018,4081
ASDR010010572019,126
ASDR010010572019,1
ASDR010010572019,4080
ASDR010010572019,83
ASDR010010572019,84
ASDR010005402018,1
ASDR010005402018,4081
ASDR010006062019,5
ASDR010006062019,4080
ASDR010006062019,4081
ASDR010000332017,4081
ASDR010009312019,126
ASDR010009312019,1
ASDR010009312019,4081
ASDR010018692019,1
ASDR010018692019,103
ASDR010018692019,4081
ASDR010000662020,4
ASDR010000662020,4082
ASDR010003562019,126
ASDR010003562019,1
ASDR010003562019,4080
ASDR010002272019,1
ASDR010002272019,4083
ASDR010000342017,4081
ASDR010004402016,4080
ASDR010000012018,36
ASDR010000012018,1
ASDR010000012018,103
ASDR010000012018,2
ASDR010000012018,9
ASDR010000012018,4080
ASDR010016222019,63
ASDR010016222019,4084
ASDR010016222019,4080
ASDR010014982019,1
ASDR010014982019,4080
ASDR010000932020,5
ASDR010000932020,1242
ASDR010000932020,4080
ASDR010003572019,4081
ASDR010018122019,3017
ASDR010018122019,1
ASDR010018122019,4081
ASDR010006812018,63
ASDR010006812018,1
ASDR010006812018,4080
ASDR010018552019,4085
ASDR010018552019,1
ASDR010018552019,4080
ASDR010004692016,4080
ASDR010000642020,126
ASDR010000642020,98
ASDR010000642020,4080
ASDR010003342019,126
ASDR010003342019,96
ASDR010003342019,4081
ASDR010000342019,39
ASDR010000342019,45
ASDR010000342019,4086
ASDR010016482019,256
ASDR010016482019,1
ASDR010016482019,32
ASDR010016482019,4087
ASDR010016482019,4080
ASDR010018192019,21
ASDR010018192019,39
ASDR010018192019,4088
ASDR010018192019,4089
ASDR010018192019,4086
ASDR010007832016,4090
ASDR010003112020,63
ASDR010003112020,1
ASDR010003112020,4081
ASDR010000962020,666
ASDR010000962020,4080
ASDR010016472019,4
ASDR010016472019,4091
ASDR010016472019,4080
ASDR010008862019,126
ASDR010008862019,4092
ASDR010008862019,4081
ASDR010008862019,82
ASDR010018142019,63
ASDR010018142019,1
ASDR010018142019,4081
ASDR010001912018,4080
ASDR010015322019,1
ASDR010015322019,4080
ASDR010004452019,1
ASDR010004452019,4080
ASDR010001182018,39
ASDR010001182018,2
ASDR010001182018,4080
ASDR010006942018,32
ASDR010006942018,1
ASDR010006942018,4080
ASDR010009842019,5
ASDR010009842019,22
ASDR010009842019,1
ASDR010009842019,9
ASDR010009842019,4080
ASDR010002082019,3910
ASDR010002082019,1
ASDR010002082019,4080
ASDR010000362019,126
ASDR010000362019,96
ASDR010000362019,4081
ASDR010000352019,32
ASDR010000352019,4094
ASDR010000352019,5
ASDR010000352019,1
ASDR010000352019,4081
ASDR010000352019,83
ASDR010000352019,84
ASDR010002442019,254
ASDR010002442019,4080
ASDR010002442019,4082
ASDR010002932016,4095
ASDR010002932016,4090
ASDR010000322019,4
ASDR010000322019,33
ASDR010000322019,1
ASDR010000322019,46
ASDR010000322019,296
ASDR010000322019,9
ASDR010000322019,4086
ASDR010008102018,1
ASDR010008102018,3918
ASDR010008102018,4080
ASDR010006092018,3017
ASDR010006092018,22
ASDR010006092018,73
ASDR010006092018,4080
ASDR010006092018,4083
ASDR010006092018,4086
ASDR010007702018,4080
ASDR010007702018,4099
ASDR010005632018,1
ASDR010005632018,4100
ASDR010005632018,4086
ASDR010000952020,22
ASDR010000952020,1
ASDR010000952020,4080
ASDR010008112018,126
ASDR010008112018,4080
ASDR010005072019,1
ASDR010005072019,4086
ASDR010002962019,63
ASDR010002962019,4080
ASDR010005092019,4080
ASDR010005092019,63
ASDR010005092019,1
ASDR010002772015,4101
ASDR010011462019,63
ASDR010011462019,1
ASDR010011462019,9
ASDR010011462019,4081
ASDR010006082018,3017
ASDR010006082018,1
ASDR010006082018,2
ASDR010006082018,4080
ASDR010018792019,63
ASDR010018792019,1
ASDR010018792019,4080
ASDR010005042019,63
ASDR010005042019,4080
ASDR010005062019,63
ASDR010005062019,33
ASDR010005062019,9
ASDR010005062019,4080
ASDR010002242019,4080
ASDR010015902019,63
ASDR010015902019,4102
ASDR010018172019,5
ASDR010018172019,1
ASDR010018172019,4081
ASDR010018172019,83
ASDR010018172019,84
ASDR010004632016,4090
ASDR010008532019,126
ASDR010008532019,20
ASDR010008532019,4082
ASDR010014732019,126
ASDR010014732019,4080
ASDR010007052018,20
ASDR010007052018,4102
ASDR010001952015,4081
ASDR010008772017,985
ASDR010008772017,1
ASDR010008772017,4086
ASDR010017462019,63
ASDR010017462019,1148
ASDR010017462019,4080
ASDR010000682020,50
ASDR010000682020,1635
ASDR010000682020,4103
ASDR010004332019,126
ASDR010004332019,1
ASDR010004332019,4080
ASDR010005692018,63
ASDR010005692018,9
ASDR010005692018,4080
ASDR010008502019,126
ASDR010008502019,96
ASDR010008502019,4081
ASDR010017102019,63
ASDR010017102019,4102
ASDR010005322018,1
ASDR010005322018,4080
ASDR010002162018,3017
ASDR010002162018,20
ASDR010002162018,4086
ASDR010012382019,3017
ASDR010012382019,1635
ASDR010012382019,4102
ASDR010008082016,4081
ASDR010002502020,126
ASDR010002502020,1
ASDR010002502020,4080
ASDR010010302019,126
ASDR010010302019,1
ASDR010010302019,4080
ASDR010008272017,4104
ASDR010000792018,4105
ASDR010003522019,351
ASDR010003522019,4080
ASDR010003522019,4106
ASDR010003522019,4081
ASDR010004292019,1192
ASDR010004292019,4080
ASDR010002082020,63
ASDR010002082020,22
ASDR010002082020,1
ASDR010002082020,4080
ASDR010007252019,1
ASDR010007252019,61
ASDR010007252019,4080
ASDR010007252019,4081
ASDR010007672018,126
ASDR010007672018,1
ASDR010007672018,4080
ASDR010006802018,1
ASDR010006802018,256
ASDR010006802018,46
ASDR010006802018,9
ASDR010006802018,4080
ASDR010018532019,2191
ASDR010018532019,4080
ASDR010002922016,4107
ASDR010003972016,4080
ASDR010006812019,4102
ASDR010006092016,4108
ASDR010015062019,63
ASDR010015062019,4109
ASDR010015062019,4080
ASDR010003552019,4080
ASDR010000652020,126
ASDR010000652020,45
ASDR010000652020,4082
ASDR010007852018,126
ASDR010007852018,9
ASDR010007852018,4080
ASDR010007142016,4090
ASDR010003972019,4092
ASDR010003972019,4081
ASDR010018542019,4110
ASDR010018542019,21
ASDR010018542019,4102
ASDR010016492019,3017
ASDR010016492019,1
ASDR010016492019,4080
ASDR010007682018,5
ASDR010007682018,639
ASDR010007682018,4080
ASDR010018132019,63
ASDR010018132019,1
ASDR010018132019,4080
ASDR010005052019,3017
ASDR010005052019,63
ASDR010005052019,1
ASDR010005052019,4081
ASDR010006942019,39
ASDR010006942019,1
ASDR010006942019,4081
ASDR010018182019,63
ASDR010018182019,1
ASDR010018182019,4081
ASDR010009822019,5
ASDR010009822019,4080
ASDR010005652016,4081
ASDR010004832018,4080
ASDR010004832018,4083
ASDR010004832018,4086
ASDR010003532019,20
ASDR010003532019,75
ASDR010003532019,4102
ASDR010003052020,63
ASDR010003052020,1
ASDR010003052020,4080
ASDR010000412018,126
ASDR010000412018,4106
ASDR010000412018,4086
ASDR010002252019,4080
ASDR010018882019,256
ASDR010018882019,63
ASDR010018882019,1
ASDR010018882019,4081
ASDR010008122018,1
ASDR010008122018,4080
ASDR010009292019,4113
ASDR010009292019,2
ASDR010009292019,4080
ASDR010017362019,4114
ASDR010017362019,79
ASDR010017362019,4086
ASDR010004322019,126
ASDR010004322019,1
ASDR010004322019,4080
ASDR010004322019,4081
ASDR010000302017,4081
ASDR010004312019,126
ASDR010004312019,1
ASDR010004312019,4080
ASDR010004312019,4081
ASDR010000992015,4102
ASDR010000672020,3017
ASDR010000672020,96
ASDR010000672020,4080
ASDR010011472019,256
ASDR010011472019,1
ASDR010011472019,4080
ASDR010001562018,1
ASDR010001562018,4081
ASDR010007242019,22
ASDR010007242019,1
ASDR010007242019,20
ASDR010007242019,4080
ASDR010002512020,126
ASDR010002512020,4080
ASDR010003042018,4116
ASDR010005102019,3017
ASDR010005102019,1
ASDR010005102019,2
ASDR010005102019,4080
ASDR010002972019,126
ASDR010002972019,1
ASDR010002972019,4080
ASDR010017752019,20
ASDR010017752019,4086
ASDR010007662018,126
ASDR010007662018,4080
ASDR010008022016,4080
ASDR010017222019,5
ASDR010017222019,1
ASDR010017222019,4080
ASDR010008512019,126
ASDR010008512019,1
ASDR010008512019,9
ASDR010008512019,4080
ASDR010002932020,63
ASDR010002932020,1
ASDR010002932020,4081
ASDR010004642016,4116
ASDR010004642016,4118
ASDR010002872019,4119
ASDR010002872019,4080
ASDR010018322019,63
ASDR010018322019,1
ASDR010018322019,4081
ASDR010005022018,1
ASDR010005022018,4081
ASDR010004792018,1
ASDR010004792018,4080
ASDR010011912019,63
ASDR010011912019,1
ASDR010011912019,4081
ASDR010011732019,4081
ASDR010011732019,98
ASDR010008092018,126
ASDR010008092018,4080
ASDR010009832019,5
ASDR010009832019,1
ASDR010009832019,9
ASDR010009832019,4080
ASDR010005082019,4094
ASDR010005082019,63
ASDR010005082019,4081
ASDR010006972018,1
ASDR010006972018,4080
ASDR010001302019,126
ASDR010001302019,1
ASDR010001302019,4080
ASDR010008522019,4120
ASDR010008522019,4121
ASDR010008522019,4080
ASDR010003542019,63
ASDR010003542019,22
ASDR010003542019,2
ASDR010003542019,4080
ASDR010001802020,3017
ASDR010001802020,63
ASDR010001802020,1
ASDR010001802020,4081
ASDR010000452016,4080
ASDR010014992019,259
ASDR010014992019,1
ASDR010014992019,4080
ASDR010000052020,126
ASDR010000052020,1
ASDR010000052020,4080
ASDR010000052020,83
ASDR010000052020,84
ASDR010017352019,2191
ASDR010017352019,4081
ASDR010009852019,5
ASDR010009852019,96
ASDR010009852019,4080
ASDR010008302018,96
ASDR010008302018,4080
ASDR010008302018,4081
ASDR010000332019,1
ASDR010000332019,4080
ASDR010018802019,126
ASDR010018802019,1
ASDR010018802019,4080
ASDR010006982019,4081
ASDR010006982019,63
ASDR010006982019,1
ASDR010006072017,4122
ASDR010006162018,39
